,Index,Title,Year,Total Words,Positive Words,Negative Words
0,106,Sunny forecast issued for fall Bank governor expects signs of renewed strength,1995,87,3,0
0,107,Rising rates mean pain for consumers Costly credit has retailers fearing the worst,1995,81,0,1
0,108,Ace forecaster predicts more Ontario tax hikes,1995,122,1,3
0,109,"From Hazelton Lanes to a Swiss jail Karsten von Wersebe's empire included Metro landmarks; its collapse has left a tangled web of losses, lawsuits",1995,86,1,3
0,110,Few can boast such resilience,1995,48,0,0
0,111,Hole in the capital's market Ottawa economy is in a tailspin after government payroll cuts were announced,1995,131,3,2
0,112,"Sharing ups and downs `I never cried in a public place before, but I cried in that sales office.'",1995,172,4,3
0,113,TSE slips after Harris victory,1995,127,4,5
0,114,North American Life sells trust to Laurentian Bank,1995,96,1,2
0,115,Gold shares drag TSE to small loss,1995,114,5,3
0,116,"Analysis No matter how you look at it, Canada's economy is still weak",1995,128,1,3
0,117,Reichmann group buys Canary Wharf Canadian banks among lenders in `clean-break deal',1995,106,0,0
0,118,"Taxman, banks take big hit in Tridel deal They'll get just 10% payment in bankruptcy of real estate arm",1995,93,0,2
0,119,Ratepayers are critical of supercity proposal,1995,113,2,2
0,120,Worried consumer a drag on economy,1995,83,0,6
0,121,Asset pendulum bound to swing Real estate will earn praise again,1995,146,3,2
0,122,Borrowing costs climb,1995,100,1,1
0,123,"In Monopoly at least, real estate's still a `go' Year of events will mark game's 60th birthday",1995,98,4,2
0,124,Confed's fall brings reforms Ottawa's plan would give watchdog sharper teeth,1995,97,3,2
0,125,Directors off hook? Ottawa pledges only to study giving watchdog firing power,1995,116,3,3
0,126,Trizec aims to become active trader,1995,90,3,0
0,127,Age credit cuts join pension clawback,1995,139,0,1
0,128,"Hees credits lower dollar, better prices for profit hike",1995,143,0,1
0,129,Are these new labor funds for you? Analyst offers checklist to help evaluate these heavily promoted investments,1995,158,2,5
0,130,"The day after: Applause, and rate cuts Economic outlook brightens as markets reward Martin for his 'stern' measures",1995,74,2,1
0,131,"Plan to sell Regent Park housing ruled out `It's not realistic today, but I wish it was': Richmond",1995,83,1,1
0,132,Entrepreneurs feast on low rent to launch cafes,1995,98,6,2
0,133,Tell builders if you're not being served,1995,132,3,0
0,134,Real estate funds start to recover,1995,112,2,2
0,135,Harbourfront woes,1995,45,0,1
0,136,More money talk at Harbourfront,1995,76,2,1
0,137,Gentra posts $8 million profit,1995,162,1,0
0,138,Sales and profit strong for Ivaco in 1st quarter,1995,83,1,2
0,139,"CBC may tune out rescue plan Cadillac's fate hangs in balance, developer says",1995,84,3,1
0,140,CBC deal throws lifeline to keep Cadillac afloat,1995,92,4,1
0,141,It's wise to get legal advice before signing documents,1995,91,0,1
0,142,Leaders in tune but economy's not humming along,1995,158,7,3
0,143,Landmark hotel in receivership Park Plaza can't pay mortgage,1995,75,1,1
0,144,With love and $33.99 we can get through it,1995,205,8,17
0,145,Ex-Confed directors named in U.S. lawsuit Action centres on $600 million from trust funds,1995,112,4,3
0,146,Pay raises rob Thiessen of credibility,1995,105,0,1
0,147,"Carena bids for O&amp;Y arm Tycoon, CIBC joining in offer for U.S. unit",1995,106,3,2
0,148,Cadillac staves off bankruptcy Debt-laden real estate giant completes deal,1995,81,2,1
0,149,Reichmann joins prince in bid for Canary Wharf Seeking to regain control of project,1995,114,0,1
0,150,"Buyers should be aware of $20,000 coverage cap",1995,95,2,3
0,151,"Export revival, new jobs forecast Promising signs from U.S. raise Canadian hopes",1995,96,4,0
0,152,Sales up but profits slip at clothier Pantorama,1995,77,0,1
0,153,Wisest investment to pay off mortgage,1995,171,3,1
0,154,Japanese investors have some lessons for Wall Street They got caught in stock euphoria,1995,122,4,1
0,155,"Film studio folds, taxpayers out $4.8 million",1995,88,1,2
0,156,Eaton's land deal inspires big plans Area could be `centre of gravity' for Scarborough,1995,113,1,1
0,157,Grand plan in tatters at `largest ever' tower project,1995,104,2,2
0,158,Brampton lawyer jailed in condo deal,1995,76,2,4
0,159,Banks lower prime rates Quarter-point cut follows move by U.S. central bank,1995,80,1,1
0,160,Dollar battered as PM leaves door open to tax hike,1995,87,1,2
0,161,Are these new labor funds for you? Analyst offers checklist to help evaluate these heavily promoted investments,1995,158,2,5
0,162,Why all the fuss? Jittery investors have lost faith in the U.S. dollar. We're getting sideswiped,1995,81,2,1
0,163,Entrepreneurs feast on low rent to launch cafes,1995,124,8,1
0,164,BRAMALEA Boss fears `tragedy' Tearful Marshall worries about loss of jobs on the break-up of giant real estate developer,1995,93,2,2
0,165,Social service muddle Rules differ across GTA,1995,104,2,1
0,166,Does Harbourfront pay its own way?,1995,71,0,0
0,167,`Goodbye to landlord' seminar draws buyers,1995,75,2,0
0,168,Ottawa to take CN public in fall,1995,115,2,1
0,169,We demanded action - and got it But non-profit housing system broke down,1995,117,2,7
0,170,Here's a neighborhood for those with no kids,1995,94,2,1
0,171,With love and $33.99 we can get through it,1995,205,8,17
0,172,Pay raises rob Thiessen of credibility,1995,105,0,1
0,173,Mad about malls `Ethnic ghetto' or meeting need: Debate rages about two proposed new Asian malls,1995,121,1,5
0,174,Humble start at its east end,1995,143,0,2
0,175,Chinese demand apology for Bell's `racist' remarks Political veteran says the majority support her view,1995,88,0,2
0,176,Ritzy tower is a palace on the lake Some of larger suites have views in two or three directions,1995,96,2,0
0,177,Surprises lurk in tax-base update Market values since real estate collapse may suggest big shifts,1995,93,3,4
0,178,Builders to ask Supreme Court to kill lot levies on new homes,1995,95,1,2
0,179,Get builder to explain home's ventilation system,1995,101,5,5
0,180,"Lobbyist made loan to Lougheed deputy $150,000 loan was never repaid to Airbus figure",1995,105,2,1
0,181,Need for YWCA services rises Funding cut while costs increase for housing,1995,94,1,2
0,182,`Bankrupt' doctor's lifestyle means he'll pay back more,1995,114,2,1
0,183,`Small-town' Milton in prime location,1995,107,1,3
0,184,Seagram falls $3.13 as TSE stocks slide,1995,95,0,5
0,185,Moody's delivers cheap shot to recovering economy,1995,150,7,4
0,186,Moody's delivers cheap shot to recovering economy,1995,150,7,4
0,187,"McLeod pledges $1,000 tax break Child-care help a key initiative in Liberal `red book'",1995,93,3,1
0,188,Bank rate climbs 2nd week in row But analysts don't foresee hike in mortgage rates,1995,56,0,2
0,189,Ontario only limping out of deep recession,1995,107,3,7
0,190,Bogeyman a myth to lure voters,1995,105,2,1
0,191,Bid for John Labatt highlights TSE rise,1995,62,3,0
0,192,"1,200 new homes slated for Peterborough",1995,110,4,0
0,193,Activists decry welfare cuts plan,1995,101,1,1
0,194,Bank rate cut offers hope of cheaper loans,1995,86,0,0
0,195,Lower interest rates to avoid rescession,1995,128,1,4
0,196,Bank rate edges up on news from U.S.,1995,58,0,1
0,197,"Rethink welfare, Tories urged Facts don't back slashing rates, activists say",1995,100,2,1
0,198,Feds drool at inheritances,1995,107,4,2
0,199,Troubled economy takes rising toll Bankruptcies up by 23.6 per cent,1995,70,1,1
0,200,Protesters pitch tents to oppose co-op cuts Harris' decision comes under fire at demonstration,1995,80,2,3
0,201,Peerless Carpet decorates balance sheet in red ink,1995,120,1,5
0,202,TSE stocks erase losses Recover from fears of U.S. sag and referendum,1995,148,4,8
0,203,Buck up as growth makes comeback,1995,80,1,1
0,204,Toronto stocks hit with October blues Market has bad week despite positive news,1995,117,1,4
0,205,"Cuts may force mom, son from apartment",1995,115,2,2
0,206,Region seeks fair welfare cuts Peel officials call for reduction of subsidies on per capita basis,1995,73,1,1
0,207,Cash rebate for welfare recipients,1995,92,5,2
0,208,Lack of warning on welfare rebate creates woe for Metro: Fotinos,1995,105,3,2
0,209,'Virtual' tour of new homes way of future Home buyers watch TV and get walking tour of 3-D model,1995,101,0,1
