,Index,Title,Year,Total Words,Positive Words,Negative Words
0,118,T.O. luxury home sales surge,2016,28,2,1
0,119,The path to creating more affordable housing,2016,33,2,0
0,120,Ontario must step up to ease T.O.'s housing hysteria,2016,23,1,2
0,121,"Home sweet, costly home - a pricey debate",2016,61,2,0
0,122,Is Ontario's anti-sprawl policy actually smart?,2016,33,1,0
0,123,Ontario to make 'small change' to help out first-time buyers,2016,38,1,1
0,124,First-time homebuyers will receive tax rebate,2016,50,1,2
0,125,Realtors warn against increase to municipal land transfer tax,2016,35,0,1
0,126,Expert tells Toronto to buy into renting,2016,23,0,1
0,127,Prices to soar in absence of cohesive housing policy,2016,108,2,1
0,128,Home buyers in GTA remain optimistic,2016,34,1,1
0,129,"Reconsider plan to curb sprawl, McCallion says",2016,57,1,2
0,130,Looking back as future of GTA housing market nears,2016,31,0,0
0,131,A new Hope finally finds a home in Leslieville,2016,65,1,2
0,132,Three-bedroom condo an affordable alternative,2016,27,0,0
0,133,"Anger, anxiety hits a year after downturn",2016,94,0,1
0,134,Priced out of his local housing market,2016,22,0,1
0,135,Get to know mortgage lingo before jumping in,2016,48,1,0
0,136,'Techsdale' puts teens in control,2016,48,3,1
0,137,Affordability dilemma: move up - or out,2016,35,1,0
0,138,Prices for lowrise homes to remain sky high,2016,22,0,0
0,139,Cottage country's vanishing dream,2016,55,2,0
0,140,More sprawl won't solve affordable housing shortage,2016,34,2,0
0,141,Millennials being left out in the cold by new rules,2016,47,1,0
0,142,Prepare for a budget crisis,2016,33,0,0
0,143,Ottawa tackles hot housing markets,2016,30,1,2
0,144,American buyers slowly trickling north of border,2016,30,0,0
0,145,New home prices too high,2016,41,1,0
0,146,Understanding real estate rules on transparency,2016,24,0,0
0,147,Ontario wary of taxing foreign buyers,2016,13,0,0
0,148,Mayor 'horrified' over tree removal,2016,58,0,1
0,149,Home prices pushing gen-Y to buy,2016,43,0,0
0,150,How to make down payment saving less daunting,2016,25,0,1
0,151,Hidden pockets of gentrification in the city &gt; More Online,2016,55,0,1
0,152,Land supply not to blame for home prices,2016,41,2,0
0,153,The 905 feels the heat of housing market,2016,42,0,0
0,154,3 scary economic tales,2016,38,0,0
0,155,Housing prices set to rise again,2016,34,0,0
0,156,Economists see slow year ahead,2016,75,0,4
0,157,What happens when you use your RRSP for a down payment,2016,68,0,2
0,158,A solid bet on the housing market,2016,48,1,1
0,159,Apps to put facts at your fingertips,2016,34,0,0
0,160,Ontario set to end suburban sprawl,2016,43,0,3
0,161,Renters saving home ownership for cottage country,2016,13,1,0
0,162,Alberta wildfires will slow economic growth,2016,32,0,2
0,163,Condo building in GTA not keeping up with sales,2016,35,0,0
0,164,Regulator urges caution on mortgage lending,2016,36,1,1
0,165,Central bank holds firm on rates,2016,46,1,1
0,166,Transit is the key factor for condos,2016,83,3,0
0,167,Mayor 'horrified' over tree removal,2016,58,0,1
0,168,Home inspections hit by housing boom,2016,28,1,0
0,169,Condo prices haven't hit ceiling yet,2016,32,1,0
0,170,Ruling is 'a slap' to buyers,2016,41,0,1
0,171,'Lack of faith' in Tarion's builder records reported,2016,61,1,0
0,172,Deposit protection needs boost,2016,42,1,1
0,173,Lack of infrastructure adds to costs,2016,12,0,0
0,174,"Blame prices on growth plan, economist says",2016,32,0,0
0,175,Managing growth to keep business on track,2016,60,0,2
0,176,A look at other cities' housing dilemmas,2016,35,0,0
0,177,Borrowers have to watch moving-target prime rate,2016,45,2,0
0,178,"GTA real estate continues to rise, shooting up 23%",2016,27,1,0
0,179,"Affordable housing, water laws can't wait",2016,64,4,2
0,180,Our year-end Business braintickler,2016,49,0,5
0,181,"Trudeau, Morneau need long-term plan",2016,73,1,1
0,182,Young Canadians richer than ever? Not really,2016,45,2,2
0,183,A tax on a tax on a tax,2016,41,0,0
0,184,Banks making risky real estate bets,2016,35,0,0
0,185,Reining in thoughts of a bigger place,2016,43,2,3
0,186,Beware of stubbornness; it can ruin relationships,2016,66,2,2
0,187,Assessments to reflect price surge,2016,30,0,1
0,188,Bankruptcy reveals warranty shortcomings,2016,20,1,0
0,189,Giving millennials a HOME,2016,63,2,0
0,190,Price of luxury soars in GTA real estate,2016,45,1,0
0,191,Love It or List It? Foreign TV loves it,2016,72,2,2
0,192,National home market overheating,2016,30,1,0
0,193,How random numbers can skew what we pay and how we think,2016,72,0,2
0,194,City disputes housing legislation,2016,41,1,1
0,195,"Condo sales still rising, even outside Toronto",2016,39,0,0
0,196,A tale of two furniture retailers,2016,64,2,4
0,197,"In the urban wilderness, the cry of the Loon",2016,54,0,1
0,198,Filling in 'missing middle' of housing options,2016,32,0,2
0,199,Don't count on cooling-off period after signing a deal,2016,35,2,0
0,200,Quebec better at keeping families afloat,2016,56,5,0
0,201,Bank of Canada downgrades outlook,2016,40,0,1
0,202,Smart Growth plan is an oxymoron,2016,15,2,0
0,203,Tips to avoid surprises when buying a new home,2016,27,0,0
0,204,Millennials hit suburbs for first home,2016,76,1,2
0,205,Sobering child poverty stats inspire call for renewed action,2016,58,1,4
0,206,Should seller pay for damage before moving?,2016,39,0,2
0,207,Shared workspace takes hold at Axis Condos,2016,66,1,2
0,208,"Skirting dreaded move, homeowners turn to renos",2016,50,0,0
0,209,"Energy woes wallop house, vehicle sales",2016,26,0,2
0,210,Sweet '16 for GTA new homes?,2016,12,1,0
0,211,Honouring Ontario's innovative green builders,2016,48,6,0
0,212,Tech tools can help your quest for new digs,2016,9,0,0
0,213,Regulating home inspectors in Ontario is taking too long,2016,32,0,1
0,214,How Ontario is legally disinheriting children,2016,109,2,5
0,215,New thinking is required to deliver on transit funding,2016,38,1,0
0,216,Cheeky real estate video stands out,2016,41,1,0
0,217,No to negative interest rates,2016,46,1,3
0,218,"Credit lines, car loans fuel increase in personal debt",2016,62,2,3
0,219,Documents lift veil on top salaries at Tarion,2016,67,1,1
0,220,A modest step forward,2016,28,0,0
0,221,Lowrises hit sky-high prices,2016,46,1,1
0,222,City's vigour comes from what's old - and ordinary,2016,55,1,4
0,223,City keen to push affordable housing powers,2016,41,1,0
0,224,UFC has delivered knockout returns,2016,78,0,1
0,225,The harm done by Big Business worldwide is epic,2016,46,0,0
0,226,Rate cut odds rise as U.S. job creation slows,2016,14,1,0
0,227,City's future has become precarious,2016,22,2,1
0,228,Green home cast in concrete,2016,55,3,0
0,229,Long-term answers needed on housing,2016,40,0,1
0,230,Hollywood North's hot market,2016,42,3,0
0,231,Six-figure income a real estate reality,2016,41,0,0
0,232,Closing budget gap shouldn't mean unfair taxes,2016,34,0,0
0,233,Calling for 'gender lens' in housing,2016,49,1,1
0,234,Bridging gaps for a prosperous York Region,2016,44,4,0
0,235,Vancouver realty market reaching crisis point,2016,32,0,1
0,236,White-collar criminals find home in Canada,2016,42,0,2
0,237,Time for fairer property taxes,2016,26,2,0
0,238,Ontario getting the hydro prices it deserves,2016,78,4,2
0,239,Building a city within a city block,2016,70,0,0
0,240,Stop-gap isn't good enough,2016,52,2,2
0,241,Grim times at heart of Canadian oil,2016,52,0,0
0,242,Was Long Winter a long or short vision for Galleria Mall?,2016,33,1,0
0,243,A whodunit story with an important underlying line of advocacy,2016,46,0,2
0,244,Game-changer for housing,2016,20,1,0
0,245,Security the priority when holding an open house,2016,49,3,1
0,246,"New name, new ambition for museum",2016,63,1,0
0,247,"Returning award-winning drama, scandalous history and funny ladies",2016,39,1,0
0,248,Rinse and repeat,2016,35,0,0
0,249,Fewer than 2% of homeowners seek reconsideration,2016,28,1,0
0,250,Multiple representation comes with caveats,2016,25,3,0
0,251,New report favours Tory's SmartTrack plan,2016,36,0,0
0,252,Tory's right on 'revenue tools',2016,27,0,0
0,253,Adding on to make that perfect home,2016,35,1,0
0,254,Home built for a fashionista's fantasy,2016,24,1,1
0,255,How technology is changing in hotels,2016,57,0,0
0,256,Time to pay for the city we want,2016,58,1,2
0,257,Traditional rental model is broken,2016,37,0,2
0,258,A new model for affordable housing,2016,84,4,0
0,259,"Welcome to Toronto, boom town Canada, fat-cat city with white-hot...[Derived headline]",2016,101,1,2
0,260,Liberals tweak diplomatic mansion sell-off,2016,28,1,0
0,261,Stress test shows housing agency can survive downturn,2016,41,1,2
0,262,Artist taps into tension of these nervous times,2016,79,4,2
0,263,How to manage debt while saving for the future,2016,51,2,0
0,264,"'Dated' Vaughan house sells for $400,000 above asking price",2016,38,0,0
0,265,What to do when your sales representative goes on vacation,2016,64,1,0
0,266,City budget needs fixing,2016,7,0,1
0,267,Life beyond one economic engine,2016,28,0,0
0,268,When unexpected expenses creep up on you,2016,45,1,0
0,269,Cities can insist on affordable housing,2016,48,1,0
0,270,Two takes on inclusionary zoning,2016,32,3,0
0,271,Unbuilt plans tell us a lot about city today,2016,50,1,0
0,272,Updated building code calls for accessibility,2016,67,0,0
0,273,Owning a home nowadays is boring and too costly,2016,45,1,1
0,274,"If we build it again, will they come?",2016,70,3,0
0,275,Tory's right on 'revenue tools',2016,27,0,0
0,276,Beware of offers to buy your home,2016,42,0,0
0,277,Park's future hinges on air rights fight,2016,69,1,1
0,278,Ontario to regulate home inspections,2016,30,1,0
0,279,The mystical energy of crystals,2016,47,2,0
0,280,The difficult pursuit of building self-sustaining communities,2016,46,0,1
0,281,The rich history of Trump's rage,2016,67,3,2
0,282,It's high time to invest in the city we want,2016,58,3,2
0,283,Another year of grinding it out,2016,36,0,0
0,284,Tory's team must close $91M gap as budget for 2017 called 'unfair',2016,114,2,3
0,285,How to manage debt while saving for the future,2016,51,2,0
0,286,The B.C. solution is best,2016,24,2,1
0,287,A real-estate urban legend much too good to be true,2016,35,0,0
0,288,How to make the most of a domain,2016,94,2,0
0,289,Condo sales signs pose risk for drivers,2016,37,2,1
0,290,T.O. needs tax hike to balance books,2016,32,0,0
0,291,'Basic income' could backfire,2016,59,2,2
0,292,There's no place like home show,2016,41,0,1
0,293,New-build perks are pushing boundaries,2016,37,2,0
0,294,Homeless issue to worsen,2016,26,1,0
0,295,Affordable housing wait-list hits record,2016,60,3,0
0,296,Revealed: Ontario's climate change action plan,2016,34,0,1
0,297,This man has money problems. The good kind,2016,52,5,2
0,298,"When downsizing, it comes down to lifestyle",2016,108,6,1
0,299,How are banks doing so well?,2016,43,1,1
0,300,Domestic violence victims to get crucial help,2016,32,1,1
0,301,"Housing fund stacked against kids, disabled",2016,95,1,1
0,302,"Food insecurity threatens students, study finds",2016,37,0,2
0,303,Canada-wide child-care plan is needed,2016,60,6,1
0,304,Ethnic 'community' not brand new idea,2016,67,2,0
0,305,Pursuit of economic growth is leaving millions behind,2016,88,2,0
0,306,Homelessness in Toronto 'severe',2016,26,0,6
0,307,The problem with optional attendance,2016,28,0,0
0,308,Welcome to housing's new Big Apple,2015,43,2,0
0,309,Not clear how borrowers will react to dip,2015,62,1,2
0,310,Calgarians fear oil slump will sink housing market,2015,36,0,2
0,311,No easy fix for housing market challenges,2015,9,0,0
0,312,Riding the real estate roller-coaster,2015,60,1,0
0,313,"Greenbelt helps to make GTA more, not less, livable",2015,22,0,1
0,314,Have green priorities cut quality of life?,2015,57,1,2
0,315,First-time homebuyers prepped for ownership,2015,27,2,0
0,316,"Home prices predicted to go up, up, up in Toronto, Vancouver",2015,34,0,1
0,317,"Toronto housing market poses 'moderate risk,' CMHC says",2015,53,0,2
0,318,Solutions for six challenges facing the GTA,2015,57,5,0
0,319,Toronto real estate market is too hot,2015,74,1,1
0,320,"Taxpayers at risk if housing market crashes, study says",2015,44,1,1
0,321,"Rate cut could fuel T.O., Vancouver markets",2015,65,0,0
0,322,"Real estate prices continue to climb despite sales lull, CREA says",2015,44,0,1
0,323,Intensification policies impact GTA home prices,2015,27,1,1
0,324,Young homebuyers head to 'burbs,2015,21,0,0
0,325,Red tape slows homebuilding,2015,39,0,1
0,326,Canadian real estate markets still overvalued,2015,41,1,1
0,327,GTA home sales truly hit one out of the park,2015,59,0,0
0,328,Virtual reality cracks Toronto's real estate market,2015,59,0,0
0,329,"Rising house prices worry builders, realtors",2015,46,2,2
0,330,Affordable housing is top of mind for GTA residents,2015,37,1,1
0,331,Quarter of Ontario homeowners struggle with expenses,2015,47,0,1
0,332,Doing your homework key in house hunt,2015,26,0,1
0,333,Real estate gods smile on no one,2015,110,3,2
0,334,Continuing GTA growth needs smart direction,2015,32,0,0
0,335,Weigh pros and cons of tapping your RRSP to purchase first home,2015,58,1,0
0,336,Province expected to lead growth,2015,11,0,1
0,337,Why property tax revenues don't rise with inflation,2015,108,1,2
0,338,BMO cuts five-year mortgage rate,2015,33,0,2
0,339,Toronto house prices climb 10 per cent in March,2015,62,0,2
0,340,Privileged kids are deserting Rosedale,2015,52,3,0
0,341,Smarten up homes with your smartphone,2015,28,1,0
0,342,Homebuyer dilemma: Urbs or the burbs?,2015,77,1,3
0,343,Blame your parents for GTA's real-estate bidding battles,2015,69,2,2
0,344,The rebate debate in home buying,2015,20,0,0
0,345,Health of cities depends on renewed federal role,2015,46,1,0
0,346,It may be better to rent that condo,2015,53,0,0
0,347,"Toronto average home price hits record $639,184",2015,47,2,1
0,348,'High risk' of housing correction,2015,56,0,4
0,349,Transfer tax keeps city from return to cash-flow crises,2015,64,2,2
0,350,Land Transfer Tax comes at a price,2015,28,0,0
0,351,Great transit benefits rich and poor alike,2015,54,4,0
0,352,Renos will be next housing boom: CMHC Trends from CMHC's annual outlook conference,2015,113,0,0
0,353,Full house with a modern twist,2015,133,4,1
0,354,Buying and selling at any age,2015,39,1,1
0,355,Building homes that people can afford,2015,23,1,0
0,356,Sales smash records across GTA,2015,63,0,0
0,357,Luxury villas a vision born in Toronto,2015,32,1,0
0,358,The future of lowrise housing,2015,27,0,0
0,359,Recovering U.S. housing market helps Home Depot's bottom line,2015,50,0,0
0,360,The great divide in Toronto housing,2015,43,1,1
0,361,Condo market feels heat of high house prices,2015,54,2,2
0,362,Beware the high fees for plastic payments,2015,54,1,0
0,363,Hot markets 'obscuring' Canadian home prices,2015,13,0,0
0,364,Apartments are the new condos,2015,54,1,0
0,365,Affordable housing for seniors,2015,39,0,0
0,366,"After 18 months of open houses, eight failed bidding wars...[Derived headline]",2015,46,1,2
0,367,How to find the right agent for you,2015,29,0,0
0,368,"Globalization, tech evolution culprits in income inequality",2015,25,0,0
0,369,Mayors receive input on how to fix cities,2015,27,0,0
0,370,Firm protecting homebuyers in need of repairs,2015,121,2,4
0,371,NDP will tackle Canada's housing crunch: Mulcair,2015,42,2,2
0,372,Oakville residents lead GTA in debt loads,2015,28,1,4
0,373,A home renovation may be better than a move,2015,48,2,1
0,374,Designers breathe new life into old spaces,2015,43,1,1
0,375,Rogers Communications sells Zoocasa site,2015,38,2,0
0,376,"Home buyers, builders face same issues, different risks",2015,47,0,1
0,377,Why fashion makes us look foolish in photos,2015,33,1,2
0,378,"Junction Triangle: $545,000",2015,59,0,0
0,379,A little slice of T.O.'s housing market,2015,26,1,1
0,380,Two Fords and a Trump can't be laughed away,2015,28,1,1
0,381,Building blocks of city's labour history,2015,98,0,3
0,382,Debt time bomb will be ticking after the election,2015,80,1,3
0,383,Hipsters flock to Beijing's alleys,2015,48,1,1
0,384,Land transfer tax expansion at dead end,2015,46,1,0
0,385,Down payment rules unlikely to cool sales,2015,41,0,0
0,386,$1M shack and skinny house top the headlines,2015,30,0,0
0,387,GTA close to setting home sales record in 2014,2015,22,0,0
0,388,Sinking oil prices to pump up home costs,2015,46,2,0
0,389,The prime minister's economic luck runs out,2015,21,0,1
0,390,Sagging oil prices hurt home sales,2015,41,1,0
0,391,Steady sales predicted in 2015,2015,39,1,1
0,392,Is there one trick that could solve budget issues?,2015,89,1,2
0,393,Oil slowdown likely to hurt western real estate,2015,42,1,1
0,394,Homeless worry over plan to open suburban shelters,2015,78,3,2
0,395,"Finance minister keys in on housing, economy in prebudget talks",2015,41,0,1
0,396,Bridging Divides event builds on Star series,2015,49,0,0
0,397,Home sales jump 17% for record-setting April,2015,43,1,0
0,398,Housing prices could get a lift from transit plan,2015,46,0,0
0,399,Canadian housing prices up 9% in April,2015,40,3,2
0,400,New-home prices hit record with no sign of slowing down,2015,49,1,0
0,401,Bike-share system might boost property value,2015,28,1,0
0,402,Market blooming after soggy spring,2015,46,1,0
0,403,Invest in stocks or real estate? Readers respond,2015,79,3,0
0,404,Viceroy Homes struggling to rebuild,2015,62,1,1
0,405,In the lap of luxury,2015,76,4,0
0,406,Tighter lending rules put the squeeze on jobs,2015,55,0,0
0,407,Couple literally raises the roof on home value,2015,43,1,0
0,408,Bringing transit to your doorstep,2015,44,2,0
0,409,Warning signs about Vaughan's well-being,2015,54,2,0
0,410,Tory's big shift: Building the city and paying for it,2015,71,4,2
0,411,Understanding buyer preferences is key,2015,34,3,0
0,412,Country's biggest housing markets to reap rate rewards,2015,42,1,2
0,413,"Record cold, sizzling market",2015,23,0,0
0,414,Light-truck sales surge is still picking up steam,2015,23,0,0
0,415,We all lose when seniors penalized for volunteering,2015,71,1,4
0,416,Spending doesn't end once home is purchased,2015,58,0,2
0,417,The need to build for Toronto's rental-market reality,2015,38,1,0
0,418,Buying a house? Take note,2015,40,0,5
0,419,Team up as a first-time buyer,2015,38,1,0
0,420,Helpful hints to take sting out of a mortgage,2015,60,0,0
0,421,"Parents, mind the perils of helping kids buy first home",2015,53,2,0
0,422,Short-term housing remedy,2015,43,1,1
0,423,Condos reign supreme in the GTA,2015,60,0,1
0,424,Expect to be emotional when selling,2015,42,1,0
0,425,"Condo market balanced, BMO says",2015,42,0,2
0,426,Real estate stays red hot in GTA as prices climb,2015,38,0,0
0,427,How the deck got stacked against young Canadians,2015,36,4,4
0,428,The 'Manhattan-ization' of Toronto,2015,71,2,0
0,429,Downtown rental resurgence,2015,79,3,1
0,430,Toronto needs leaders to battle inertia,2015,60,1,2
0,431,Give cities more tax power,2015,32,0,2
0,432,Supply of condos looks good for next 3 years,2015,40,2,0
0,433,Three ways Liberals could trim spending,2015,115,1,0
0,434,Syrian refugees' effect on housing will be minimal: experts say,2015,52,1,1
0,435,"Interest rates, inflation and the effect on retirees",2015,76,1,1
0,436,Rough sea coming for banks: analysts,2015,46,1,1
0,437,City manager gives Toronto a cold dose of budget reality,2015,40,0,1
0,438,Canada's 6 biggest banks earned $96M a day in 2015,2015,23,0,4
0,439,U.S. interest hike could power Canadian economy,2015,37,2,3
0,440,Provincial boost will come at a price,2015,72,0,1
0,441,The murky depths of the city's budget,2015,56,0,1
0,442,Tory spurns loan offer from Queen's Park,2015,34,0,2
0,443,Why you should be wary about a Sunbelt retreat,2015,43,1,2
0,444,Tiny perfect bargain finds,2015,96,1,2
0,445,"A call for affordability, a thirst for luxury",2015,47,5,0
0,446,Five painful lessons from the Takata airbag recall,2015,58,0,2
0,447,Expect Canada to follow U.S. rate hike,2015,19,0,0
0,448,Greece teeters on no-win financial brink,2015,68,1,2
0,449,Feds should fund our city's infrastructure,2015,29,1,0
0,450,Five questions that will be answered this week,2015,88,1,0
0,451,Friends of Greenbelt try 'bluebelt' on for size,2015,15,1,0
0,452,Time to shake up home warranty plan,2015,131,9,0
0,453,Living on the edge,2015,89,2,1
0,454,Oil losses may catch up with banks,2015,50,0,1
0,455,Should property taxes be raised?,2015,36,1,0
0,456,Was politics behind bank rate cut?,2015,40,0,4
0,457,A growing concern,2015,63,1,0
0,458,Austin's passion impresses Toronto's mayor,2015,60,4,3
0,459,Public space needs sporting chance,2015,44,0,2
0,460,A meeting of minds at CivicAction Bootcamp,2015,58,1,0
0,461,A meeting of minds at CivicAction Bootcamp,2015,58,1,0
0,462,"A call for affordability, a thirst for luxury",2015,48,2,0
0,463,Storied builder faces struggle,2015,179,7,2
0,464,Even schools make most of tight space at City Place,2015,32,0,0
0,465,Europe's economic disasters,2015,18,1,0
0,466,Send in the psychologists to study the psychologists,2015,20,0,1
0,467,Market correction was long overdue,2015,62,2,0
0,468,We can't afford to keep neglecting our cities,2015,19,0,3
0,469,Our priorities on poverty are all wrong,2015,45,4,1
0,470,Go small and go home in a Toronto laneway,2015,59,2,0
0,471,Hells Angels clubhouse is for sale,2015,24,0,0
0,472,A new subway for Scarborough is only fair,2015,28,0,0
0,473,A whole lotta cinematic love for Led Zeppelin,2015,59,3,1
0,474,"Alberta growth to trail Ontario, B.C.",2015,44,1,0
0,475,Big banks cut prime lending rates,2015,42,1,0
0,476,School real estate vital to community,2015,16,0,0
0,477,Selling off assets a bad bargain for all governments,2015,38,0,1
0,478,Downtown in 'Rosedale of the countryside',2015,80,1,0
0,479,Anchored in hope,2015,74,2,0
0,480,Weston's grand red oak may face the axe,2015,37,1,1
0,481,A house full of history in new North York,2015,63,1,0
0,482,Pain and rebirth,2015,34,0,0
0,483,Former Mississauga mayor supported seniors,2015,24,1,1
0,484,Owners of biggest trash bins to be hit with higher bills,2015,37,0,0
0,485,Get set for hocus-pocus,2015,46,2,1
0,486,"Sagging oil prices won't 'throw us off,' PM says",2015,38,1,2
0,487,Time for a reality check on falling bank stocks,2015,47,1,1
0,488,TD changes fees on grandfathered accounts,2015,47,3,0
0,489,"Leading the way, sustainably",2015,39,1,0
0,490,Interest rate holds steady at 0.75%,2015,30,0,0
0,491,"In real estate game, women are leading the way",2015,56,0,1
0,492,More midrises,2015,53,1,3
0,493,New transit corridors need more homes and people,2015,54,1,0
